"Version (0 = Fixed Task)","Task","Concept","Input Planning Assistance:","Advertising:","Proximity to data points:","Mobile App Availability:","Price"
227,1,3,2,4,3,1,3
227,2,1,1,4,2,2,3
227,2,2,1,1,4,2,1
227,2,3,2,2,1,1,4
227,3,1,1,3,3,1,1
227,3,2,2,1,4,2,2
227,3,3,2,4,1,2,5
227,4,1,1,1,2,1,5
227,4,2,1,3,3,1,2
227,4,3,2,2,4,2,3
227,5,1,1,2,1,2,4
227,5,2,2,1,2,1,2
227,5,3,2,4,4,1,1
227,6,1,1,3,3,2,3
227,6,2,1,2,2,2,1
227,6,3,2,4,4,1,4
227,7,1,2,1,3,2,5
227,7,2,1,4,4,2,4
227,7,3,1,3,1,1,3
227,8,1,1,1,1,2,2
227,8,2,2,3,2,1,1
227,8,3,2,2,3,1,5
227,9,1,2,3,1,2,2
227,9,2,1,1,4,1,5
227,9,3,1,2,3,1,4
227,10,1,2,4,2,2,3
227,10,2,2,3,3,2,4
227,10,3,1,1,1,1,1
227,11,1,2,4,2,2,2
227,11,2,2,1,3,1,1
227,11,3,1,2,4,1,3
227,12,1,1,3,2,2,5
227,12,2,2,4,1,1,2
227,12,3,1,2,4,2,1
228,1,1,1,4,3,2,3
228,1,2,2,1,1,2,4
228,1,3,2,3,4,1,5
228,2,1,1,2,2,1,2
228,2,2,1,4,1,1,5
228,2,3,2,3,4,2,3
228,3,1,2,2,2,2,1
228,3,2,1,3,4,2,5
228,3,3,1,1,3,1,4
228,4,1,1,4,3,2,2
228,4,2,2,2,1,1,3
228,4,3,2,1,2,1,4
228,5,1,2,4,3,1,1
228,5,2,1,1,2,2,3
228,5,3,2,2,1,2,5
228,6,1,1,4,2,1,4
228,6,2,1,3,4,1,2
228,6,3,2,1,1,2,1
228,7,1,1,2,3,2,4
228,7,2,1,4,1,1,1
228,7,3,2,3,4,1,2
228,8,1,2,1,3,2,5
228,8,2,2,3,2,2,4
228,8,3,1,2,4,1,3
228,9,1,1,1,2,1,5
228,9,2,1,3,1,2,1
228,9,3,2,2,3,1,2
228,10,1,2,4,4,2,3
228,10,2,1,3,1,1,4
228,10,3,2,2,2,2,1
228,11,1,2,4,3,1,5
228,11,2,2,3,2,1,3
228,11,3,1,1,4,2,2
228,12,1,1,2,3,2,3
228,12,2,1,4,1,2,5
228,12,3,2,1,4,1,4
229,1,1,2,2,1,2,2
229,1,2,1,4,4,2,4
229,1,3,1,1,2,1,1
229,2,1,1,2,2,2,5
229,2,2,2,4,4,1,1
229,2,3,2,3,3,1,3
229,3,1,2,2,4,1,4
229,3,2,1,3,1,1,5
229,3,3,2,1,3,2,2
229,4,1,1,3,3,2,1
229,4,2,1,4,2,2,2
229,4,3,2,1,1,1,3
229,5,1,1,1,3,1,3
229,5,2,1,2,4,1,2
229,5,3,2,3,1,2,4
229,6,1,1,2,1,1,1
229,6,2,2,1,4,2,3
229,6,3,2,4,2,2,5
229,7,1,1,4,3,2,4
229,7,2,1,1,4,2,5
229,7,3,2,3,2,1,2
229,8,1,1,3,2,2,4
229,8,2,2,2,1,1,5
229,8,3,2,4,3,1,1
229,9,1,1,4,2,1,3
229,9,2,2,1,1,2,2
229,9,3,2,3,4,2,1
229,10,1,2,4,1,2,3
229,10,2,1,3,4,1,5
229,10,3,1,2,3,1,2
229,11,1,2,2,3,1,4
229,11,2,1,1,2,2,1
229,11,3,1,4,1,1,2
229,12,1,1,1,4,1,3
229,12,2,2,3,3,2,5
229,12,3,2,2,2,2,4
230,1,1,2,4,4,1,4
230,1,2,2,1,2,1,5
230,1,3,1,2,1,2,1
230,2,1,2,4,2,1,1
230,2,2,1,3,3,2,3
230,2,3,1,2,4,2,2
230,3,1,2,1,3,2,2
230,3,2,1,2,2,2,3
230,3,3,1,3,1,1,4
230,4,1,1,4,4,2,5
230,4,2,2,1,1,1,3
230,4,3,2,3,3,1,1
230,5,1,1,1,1,2,4
230,5,2,2,2,4,2,1
230,5,3,1,3,2,1,2
230,6,1,2,3,4,1,2
230,6,2,1,1,2,2,1
230,6,3,2,4,3,1,5
230,7,1,1,2,3,1,3
230,7,2,2,4,1,2,4
230,7,3,1,1,4,1,5
230,8,1,1,4,3,1,1
230,8,2,2,3,1,2,3
230,8,3,2,2,2,2,5
230,9,1,1,4,3,2,2
230,9,2,2,1,2,1,4
230,9,3,1,2,1,1,5
230,10,1,1,4,2,1,3
230,10,2,2,1,3,2,2
230,10,3,2,3,4,2,1
230,11,1,1,3,4,2,4
230,11,2,1,1,3,1,1
230,11,3,2,2,1,1,2
230,12,1,2,4,1,2,5
230,12,2,2,2,4,2,3
230,12,3,1,3,2,1,4
231,1,1,1,1,1,2,1
231,1,2,1,3,3,2,5
231,1,3,2,4,4,1,2
231,2,1,1,4,4,2,3
231,2,2,2,3,1,1,1
231,2,3,2,2,2,1,4
231,3,1,2,2,3,2,4
231,3,2,2,4,4,1,5
231,3,3,1,1,2,1,2
231,4,1,1,1,3,2,4
231,4,2,2,3,2,1,5
231,4,3,1,2,1,2,3
231,5,1,2,4,2,2,2
231,5,2,1,2,4,1,1
231,5,3,2,1,3,1,3
231,6,1,1,2,3,2,5
231,6,2,1,3,1,2,2
231,6,3,2,1,4,1,4
231,7,1,2,3,2,2,1
231,7,2,1,4,1,1,3
231,7,3,2,1,4,2,5
231,8,1,2,2,2,2,3
231,8,2,1,3,3,1,4
231,8,3,1,4,1,1,1
231,9,1,2,4,3,2,2
231,9,2,1,2,2,1,5
231,9,3,2,3,1,1,3
231,10,1,1,4,2,2,4
231,10,2,2,2,3,1,1
231,10,3,1,1,4,2,2
231,11,1,1,3,4,1,3
231,11,2,2,1,1,2,5
231,11,3,1,2,2,1,2
231,12,1,2,4,4,2,1
231,12,2,1,1,1,1,4
231,12,3,2,3,3,2,3
232,1,1,1,4,3,1,5
232,1,2,1,3,2,2,1
232,1,3,2,2,1,2,4
232,2,1,1,4,3,2,4
232,2,2,2,1,4,1,2
232,2,3,2,3,2,1,5
232,3,1,2,3,2,2,2
232,3,2,2,1,1,1,3
232,3,3,1,2,4,2,1
232,4,1,1,2,4,1,4
232,4,2,2,1,3,2,1
232,4,3,1,4,1,1,2
232,5,1,2,2,3,1,5
232,5,2,2,4,4,1,4
232,5,3,1,1,2,2,3
232,6,1,1,3,1,2,5
232,6,2,1,2,4,2,3
232,6,3,2,4,2,1,1
232,7,1,1,4,4,2,5
232,7,2,1,3,3,1,2
232,7,3,2,1,1,2,4
232,8,1,2,3,3,1,3
232,8,2,1,1,2,2,1
232,8,3,2,2,1,1,2
232,9,1,2,4,3,2,2
232,9,2,1,3,1,2,4
232,9,3,1,1,2,1,3
232,10,1,1,1,3,2,5
232,10,2,2,2,4,1,1
232,10,3,2,4,2,1,4
232,11,1,1,1,3,1,2
232,11,2,2,2,4,2,3
232,11,3,1,3,1,1,1
232,12,1,1,4,1,1,1
232,12,2,2,3,4,2,5
232,12,3,2,2,2,2,2
233,1,1,2,1,1,1,5
233,1,2,1,3,4,1,4
233,1,3,1,4,3,2,3
233,2,1,2,4,1,2,3
233,2,2,2,2,2,2,4
233,2,3,1,1,4,1,2
233,3,1,1,4,1,2,2
233,3,2,1,2,2,1,5
233,3,3,2,3,3,2,1
233,4,1,2,3,4,1,5
233,4,2,2,1,2,1,3
233,4,3,1,2,3,2,4
233,5,1,1,2,3,1,3
233,5,2,2,1,1,2,1
233,5,3,1,3,2,2,2
233,6,1,1,2,1,2,5
233,6,2,2,4,4,1,4
233,6,3,2,1,3,1,1
233,7,1,2,3,2,1,3
233,7,2,2,2,1,2,2
233,7,3,1,4,4,2,1
233,8,1,1,3,3,1,1
233,8,2,2,1,4,2,4
233,8,3,1,4,2,1,5
233,9,1,2,2,3,1,5
233,9,2,1,1,4,2,3
233,9,3,1,3,1,1,4
233,10,1,1,2,1,1,1
233,10,2,2,4,2,2,2
233,10,3,2,3,3,2,4
233,11,1,1,1,2,2,5
233,11,2,2,3,1,1,2
233,11,3,2,4,4,1,3
233,12,1,1,2,4,2,2
233,12,2,2,1,2,1,1
233,12,3,1,4,3,2,3
234,1,1,1,1,3,1,4
234,1,2,2,4,1,2,5
234,1,3,1,3,2,2,3
234,2,1,2,2,4,1,2
234,2,2,1,4,2,2,1
234,2,3,2,1,3,1,5
234,3,1,1,4,3,1,2
234,3,2,2,2,1,2,4
234,3,3,1,3,4,1,5
234,4,1,2,1,2,2,4
234,4,2,1,2,1,1,3
234,4,3,2,3,4,2,1
234,5,1,2,2,3,2,3
234,5,2,1,4,4,1,4
234,5,3,1,1,1,2,2
234,6,1,1,1,4,2,5
234,6,2,2,4,1,1,3
234,6,3,2,3,2,1,1
234,7,1,2,3,3,2,2
234,7,2,1,2,2,1,4
234,7,3,1,1,1,1,1
234,8,1,1,3,4,1,2
234,8,2,2,4,3,2,5
234,8,3,2,2,2,2,1
234,9,1,2,1,4,1,3
234,9,2,2,4,2,1,5
234,9,3,1,3,1,2,4
234,10,1,1,3,2,2,3
234,10,2,2,1,1,1,2
234,10,3,1,2,3,2,1
234,11,1,2,4,4,2,4
234,11,2,1,2,3,1,5
234,11,3,1,1,2,2,2
234,12,1,2,2,3,1,4
234,12,2,2,4,1,1,1
234,12,3,1,3,4,2,5
235,1,1,2,3,1,2,3
235,1,2,1,2,4,2,1
235,1,3,1,4,2,1,4
235,2,1,2,1,3,1,3
235,2,2,1,2,1,2,5
235,2,3,2,3,2,1,2
235,3,1,2,4,3,2,1
235,3,2,1,1,4,1,3
235,3,3,2,3,1,2,5
235,4,1,1,4,3,1,2
235,4,2,2,1,4,2,4
235,4,3,1,2,2,1,3
235,5,1,1,1,1,2,1
235,5,2,1,3,3,1,4
235,5,3,2,2,2,2,2
235,6,1,1,3,3,2,3
235,6,2,2,2,1,1,4
235,6,3,2,4,4,1,5
235,7,1,2,2,3,2,2
235,7,2,2,1,2,2,5
235,7,3,1,4,4,1,1
235,8,1,1,3,4,1,2
235,8,2,1,1,1,1,5
235,8,3,2,4,2,2,3
235,9,1,2,3,3,1,5
235,9,2,1,4,1,2,4
235,9,3,2,2,4,1,1
235,10,1,2,2,1,1,3
235,10,2,1,1,2,2,4
235,10,3,1,4,4,2,2
235,11,1,1,2,4,2,3
235,11,2,1,1,3,1,1
235,11,3,2,3,2,2,5
235,12,1,2,4,2,1,1
235,12,2,2,1,1,1,2
235,12,3,1,3,3,2,4
236,1,1,1,2,2,1,5
236,1,2,2,3,4,2,1
236,1,3,2,1,3,2,3
236,2,1,2,1,4,2,4
236,2,2,1,3,2,1,3
236,2,3,1,4,1,1,2
236,3,1,2,2,3,1,4
236,3,2,1,4,1,2,5
236,3,3,1,1,2,1,1
236,4,1,2,2,4,2,1
236,4,2,2,3,1,2,2
236,4,3,1,4,3,1,3
236,5,1,2,3,1,1,4
236,5,2,1,2,3,2,5
236,5,3,2,1,4,1,2
236,6,1,1,4,2,2,2
236,6,2,1,2,1,2,1
236,6,3,2,3,4,1,5
236,7,1,1,2,4,1,2
236,7,2,1,1,2,1,4
236,7,3,2,4,3,2,3
236,8,1,1,3,1,1,3
236,8,2,2,4,2,2,4
236,8,3,2,1,3,2,1
236,9,1,2,2,2,1,5
236,9,2,1,3,3,2,2
236,9,3,1,1,4,2,3
236,10,1,2,2,3,1,4
236,10,2,2,4,1,1,1
236,10,3,1,1,4,2,5
236,11,1,2,1,3,1,2
236,11,2,2,4,1,2,3
236,11,3,1,3,2,1,1
236,12,1,1,2,1,2,4
236,12,2,2,4,4,1,5
236,12,3,1,3,2,2,1
237,1,1,1,1,1,2,5
237,1,2,2,2,2,2,2
237,1,3,1,4,3,1,4
237,2,1,2,1,1,1,4
237,2,2,1,4,3,2,1
237,2,3,2,3,4,1,3
237,3,1,1,2,2,1,3
237,3,2,2,3,4,2,2
237,3,3,2,1,3,2,5
237,4,1,2,2,2,2,3
237,4,2,1,3,1,1,5
237,4,3,1,4,4,1,4
237,5,1,2,4,2,1,5
237,5,2,1,2,3,1,2
237,5,3,2,3,1,2,1
237,6,1,1,3,3,2,4
237,6,2,2,2,1,1,1
237,6,3,1,1,4,2,3
237,7,1,2,4,4,2,4
237,7,2,1,1,2,1,2
237,7,3,1,2,1,2,5
237,8,1,1,4,2,2,2
237,8,2,2,1,3,1,1
237,8,3,2,3,4,1,3
237,9,1,1,2,4,1,1
237,9,2,2,3,2,2,4
237,9,3,2,1,1,2,2
237,10,1,1,4,3,1,3
237,10,2,1,3,1,1,4
237,10,3,2,2,4,2,5
237,11,1,1,2,1,2,3
237,11,2,1,1,2,1,5
237,11,3,2,4,3,2,1
237,12,1,2,3,3,1,2
237,12,2,2,4,2,1,3
237,12,3,1,1,4,2,1
238,1,1,1,3,3,2,5
238,1,2,2,1,1,1,2
238,1,3,2,2,2,2,4
238,2,1,1,2,3,1,1
238,2,2,2,1,2,2,3
238,2,3,1,4,4,1,4
238,3,1,1,4,1,2,2
238,3,2,2,3,4,1,5
238,3,3,1,1,2,1,1
238,4,1,1,2,4,1,2
238,4,2,2,3,1,2,3
238,4,3,2,4,3,2,5
238,5,1,2,1,3,1,5
238,5,2,1,3,4,2,4
238,5,3,2,4,1,1,3
238,6,1,1,3,3,2,1
238,6,2,1,2,2,2,2
238,6,3,2,1,1,1,4
238,7,1,1,4,2,1,5
238,7,2,2,2,4,2,1
238,7,3,1,1,3,2,3
238,8,1,1,4,1,2,4
238,8,2,2,3,2,1,2
238,8,3,2,2,4,1,3
238,9,1,2,4,4,2,2
238,9,2,1,3,1,1,1
238,9,3,2,2,3,1,4
238,10,1,2,4,1,1,1
238,10,2,1,1,2,2,5
238,10,3,1,3,4,2,3
238,11,1,2,1,2,2,4
238,11,2,1,4,4,1,5
238,11,3,1,2,3,1,2
238,12,1,1,3,2,1,4
238,12,2,2,1,3,2,2
238,12,3,2,2,1,2,5
239,1,1,2,3,2,2,1
239,1,2,1,4,4,2,2
239,1,3,1,1,1,1,3
239,2,1,2,2,3,1,3
239,2,2,1,1,4,2,4
239,2,3,2,4,2,1,1
239,3,1,1,1,4,1,1
239,3,2,1,2,1,2,5
239,3,3,2,3,3,1,2
239,4,1,2,4,3,2,5
239,4,2,2,3,1,2,3
239,4,3,1,2,2,1,4
239,5,1,2,2,2,2,1
239,5,2,1,4,3,2,3
239,5,3,2,3,4,1,5
239,6,1,2,2,4,2,4
239,6,2,1,1,1,1,2
239,6,3,1,3,3,1,5
239,7,1,2,1,2,1,3
239,7,2,1,3,3,2,4
239,7,3,1,4,1,2,1
239,8,1,2,4,4,1,2
239,8,2,2,1,1,1,4
239,8,3,1,2,2,2,3
239,9,1,1,2,1,1,5
239,9,2,2,1,3,2,1
239,9,3,2,3,2,2,2
239,10,1,2,2,1,2,2
239,10,2,1,3,2,1,1
239,10,3,1,4,4,1,3
239,11,1,2,4,3,1,4
239,11,2,1,3,1,2,2
239,11,3,1,1,4,2,5
239,12,1,2,2,4,1,1
239,12,2,2,1,3,1,5
239,12,3,1,4,2,2,4
240,1,1,2,1,4,2,4
240,1,2,2,4,2,2,5
240,1,3,1,2,3,1,3
240,2,1,2,4,2,2,3
240,2,2,1,3,1,1,1
240,2,3,1,1,4,1,2
240,3,1,1,4,2,1,5
240,3,2,1,2,3,2,2
240,3,3,2,3,1,1,4
240,4,1,2,2,1,2,5
240,4,2,1,1,3,1,3
240,4,3,2,3,4,2,1
240,5,1,1,4,1,2,3
240,5,2,2,2,2,1,2
240,5,3,1,1,3,2,1
240,6,1,2,3,4,1,4
240,6,2,1,1,2,2,2
240,6,3,2,4,1,1,1
240,7,1,2,1,1,2,5
240,7,2,1,2,3,1,4
240,7,3,2,3,4,2,3
240,8,1,1,3,2,1,5
240,8,2,2,4,3,2,2
240,8,3,1,2,4,1,1
240,9,1,2,1,2,1,3
240,9,2,1,4,1,1,2
240,9,3,1,3,3,2,4
240,10,1,2,2,4,2,3
240,10,2,2,4,3,2,1
240,10,3,1,1,1,1,4
240,11,1,2,2,2,1,4
240,11,2,2,4,3,1,2
240,11,3,1,3,4,2,5
240,12,1,1,1,2,2,1
240,12,2,1,2,4,2,5
240,12,3,2,3,1,1,3
241,1,1,2,1,3,1,5
241,1,2,1,4,1,2,4
241,1,3,1,3,2,1,3
241,2,1,2,3,2,2,5
241,2,2,2,2,4,2,2
241,2,3,1,4,3,1,1
241,3,1,1,3,3,2,2
241,3,2,2,1,4,1,4
241,3,3,1,2,1,2,3
241,4,1,1,4,2,2,4
241,4,2,2,1,4,1,2
241,4,3,2,2,1,1,1
241,5,1,2,3,3,2,3
241,5,2,1,4,4,1,5
241,5,3,2,1,1,2,1
241,6,1,1,2,2,1,2
241,6,2,2,4,4,2,3
241,6,3,1,3,1,1,5
241,7,1,1,4,4,1,3
241,7,2,2,2,2,1,4
241,7,3,1,1,3,2,1
241,8,1,1,3,2,1,1
241,8,2,2,2,3,2,5
241,8,3,2,1,1,2,4
241,9,1,2,3,1,1,2
241,9,2,2,4,2,1,5
241,9,3,1,1,4,2,1
241,10,1,1,2,3,2,4
241,10,2,2,1,2,1,3
241,10,3,1,4,1,2,2
241,11,1,2,3,4,2,1
241,11,2,1,2,3,1,3
241,11,3,1,1,2,2,2
241,12,1,1,2,1,2,5
241,12,2,2,3,3,1,4
241,12,3,2,4,4,1,1
242,1,1,1,1,4,1,2
242,1,2,2,2,3,1,5
242,1,3,2,4,2,2,4
242,2,1,2,4,3,1,2
242,2,2,1,3,1,2,3
242,2,3,1,2,4,2,4
242,3,1,1,4,4,1,5
242,3,2,1,1,1,1,3
242,3,3,2,3,2,2,1
242,4,1,1,2,2,1,1
242,4,2,2,1,3,2,5
242,4,3,2,3,1,2,2
242,5,1,2,4,1,1,1
242,5,2,2,2,2,2,3
242,5,3,1,3,3,1,4
242,6,1,1,4,3,2,3
242,6,2,1,1,4,2,4
242,6,3,2,2,1,1,2
242,7,1,1,3,2,1,5
242,7,2,2,1,4,2,3
242,7,3,2,4,1,2,4
242,8,1,1,3,4,1,2
242,8,2,2,1,2,2,5
242,8,3,1,2,3,1,1
242,9,1,2,2,4,1,4
242,9,2,1,1,1,1,3
242,9,3,1,4,2,2,2
242,10,1,1,1,1,1,5
242,10,2,2,3,3,2,1
242,10,3,2,2,4,2,2
242,11,1,1,2,1,2,1
242,11,2,1,3,3,2,5
242,11,3,2,4,2,1,3
242,12,1,2,3,2,1,2
242,12,2,1,4,4,2,1
242,12,3,2,1,3,1,4
243,1,1,1,4,2,2,4
243,1,2,2,2,1,2,5
243,1,3,1,3,4,1,3
243,2,1,1,2,2,2,2
243,2,2,2,1,3,1,1
243,2,3,2,4,1,1,5
243,3,1,2,3,4,2,3
243,3,2,2,2,2,1,1
243,3,3,1,1,3,1,4
243,4,1,1,1,3,2,2
243,4,2,2,3,4,1,5
243,4,3,1,4,1,2,4
243,5,1,2,4,3,2,3
243,5,2,1,1,2,2,1
243,5,3,1,2,4,1,4
243,6,1,2,3,1,1,2
243,6,2,2,1,2,1,5
243,6,3,1,2,3,2,3
243,7,1,2,3,1,2,4
243,7,2,1,4,4,1,2
243,7,3,1,2,2,1,3
243,8,1,2,3,3,2,2
243,8,2,1,4,1,1,1
243,8,3,2,1,4,2,5
243,9,1,1,3,2,2,5
243,9,2,2,1,1,1,3
243,9,3,2,4,4,2,1
243,10,1,2,1,2,2,2
243,10,2,1,2,3,1,4
243,10,3,1,3,4,1,1
243,11,1,1,3,2,1,4
243,11,2,1,2,1,2,3
243,11,3,2,4,3,1,5
243,12,1,2,2,1,2,1
243,12,2,2,4,3,2,4
243,12,3,1,1,4,1,2
244,1,1,1,3,3,2,1
244,1,2,1,1,1,2,5
244,1,3,2,2,4,1,3
244,2,1,2,1,3,1,3
244,2,2,2,4,2,1,4
244,2,3,1,2,4,2,5
244,3,1,2,1,4,2,4
244,3,2,2,3,2,2,3
244,3,3,1,4,1,1,2
244,4,1,1,3,2,1,1
244,4,2,1,4,3,1,5
244,4,3,2,2,1,2,2
244,5,1,2,3,1,1,4
244,5,2,2,2,3,1,1
244,5,3,1,4,2,2,3
244,6,1,1,1,4,2,2
244,6,2,1,3,3,2,3
244,6,3,2,2,2,1,5
244,7,1,1,1,1,1,4
244,7,2,2,4,4,2,1
244,7,3,2,3,3,1,2
244,8,1,1,4,1,2,5
244,8,2,2,1,2,1,1
244,8,3,1,2,4,2,4
244,9,1,2,2,2,2,2
244,9,2,1,3,4,1,3
244,9,3,1,1,3,2,5
244,10,1,2,2,4,1,5
244,10,2,1,3,2,2,4
244,10,3,2,4,1,1,3
244,11,1,1,4,3,1,2
244,11,2,2,1,1,2,1
244,11,3,2,3,4,2,5
244,12,1,2,4,3,2,4
244,12,2,1,1,2,1,3
244,12,3,1,2,1,1,1
245,1,1,2,1,4,1,4
245,1,2,1,3,1,1,5
245,1,3,2,4,2,2,2
245,2,1,2,3,1,1,2
245,2,2,1,1,2,2,1
245,2,3,1,2,3,2,3
245,3,1,1,4,4,1,1
245,3,2,2,2,3,2,5
245,3,3,2,1,1,2,3
245,4,1,1,2,3,1,2
245,4,2,1,4,4,1,3
245,4,3,2,3,2,2,4
245,5,1,1,3,4,2,2
245,5,2,2,2,1,1,4
245,5,3,1,4,2,1,5
245,6,1,1,2,2,1,4
245,6,2,2,4,4,2,3
245,6,3,2,1,3,2,1
245,7,1,2,2,4,1,5
245,7,2,1,3,1,2,1
245,7,3,2,1,3,1,2
245,8,1,1,1,1,2,5
245,8,2,2,3,3,1,3
245,8,3,1,4,2,2,2
245,9,1,2,2,2,2,1
245,9,2,1,1,3,1,4
245,9,3,2,4,1,1,2
245,10,1,1,3,4,2,4
245,10,2,2,1,2,1,3
245,10,3,1,4,3,2,5
245,11,1,2,4,2,2,4
245,11,2,2,3,4,1,1
245,11,3,1,2,1,2,3
245,12,1,1,2,1,1,1
245,12,2,2,3,3,2,5
245,12,3,1,1,4,1,2
246,1,1,2,2,4,2,2
246,1,2,2,4,3,1,1
246,1,3,1,3,2,1,5
246,2,1,2,2,2,1,3
246,2,2,1,3,3,2,1
246,2,3,1,1,1,2,4
246,3,1,1,2,3,1,2
246,3,2,2,4,1,1,4
246,3,3,1,1,4,2,3
246,4,1,1,4,4,1,1
246,4,2,2,1,1,2,5
246,4,3,2,3,2,2,2
246,5,1,2,2,4,2,4
246,5,2,2,3,1,1,3
246,5,3,1,1,2,1,5
246,6,1,2,1,4,1,1
246,6,2,1,4,3,2,3
246,6,3,1,2,1,2,2
246,7,1,2,4,2,2,5
246,7,2,1,1,1,2,2
246,7,3,1,3,3,1,4
246,8,1,2,2,3,1,5
246,8,2,1,3,2,2,1
246,8,3,2,4,4,1,3
246,9,1,1,3,4,1,5
246,9,2,1,2,2,2,3
246,9,3,2,1,3,2,4
246,10,1,1,2,4,2,4
246,10,2,2,4,1,1,1
246,10,3,2,1,2,1,2
246,11,1,1,4,3,1,2
246,11,2,1,1,2,1,4
246,11,3,2,3,1,2,3
246,12,1,1,3,1,1,5
246,12,2,2,2,3,2,1
246,12,3,2,4,4,2,2
247,1,1,2,3,3,1,4
247,1,2,1,1,4,1,3
247,1,3,1,4,2,2,1
247,2,1,2,2,1,2,5
247,2,2,2,3,4,2,2
247,2,3,1,1,3,1,3
247,3,1,2,2,2,1,5
247,3,2,1,4,1,2,4
247,3,3,2,1,3,2,1
247,4,1,1,3,2,1,1
247,4,2,2,4,4,2,5
247,4,3,1,2,1,1,2
247,5,1,1,4,3,2,3
247,5,2,2,3,1,1,4
247,5,3,2,1,2,2,2
247,6,1,2,3,2,2,3
247,6,2,1,2,4,1,5
247,6,3,1,4,1,1,1
247,7,1,1,2,3,2,1
247,7,2,2,4,1,1,3
247,7,3,2,1,4,1,4
247,8,1,1,1,2,2,5
247,8,2,2,2,3,1,2
247,8,3,1,3,4,2,4
247,9,1,2,2,2,1,4
247,9,2,2,1,1,2,1
247,9,3,1,3,3,2,2
247,10,1,1,1,2,1,2
247,10,2,2,2,1,2,3
247,10,3,1,4,4,1,5
247,11,1,2,3,3,1,5
247,11,2,1,2,2,1,3
247,11,3,1,4,4,2,4
247,12,1,1,1,1,1,2
247,12,2,2,3,4,2,1
247,12,3,2,4,3,2,5
248,1,1,1,3,1,2,3
248,1,2,2,4,2,1,4
248,1,3,2,1,4,1,1
248,2,1,1,1,1,2,5
248,2,2,1,2,3,2,4
248,2,3,2,3,4,1,3
248,3,1,1,2,3,1,1
248,3,2,2,4,2,2,2
248,3,3,1,1,4,2,3
248,4,1,2,3,1,1,2
248,4,2,1,2,2,2,1
248,4,3,2,4,3,1,5
248,5,1,2,1,3,2,3
248,5,2,2,2,4,2,2
248,5,3,1,4,1,1,4
248,6,1,1,1,4,1,5
248,6,2,2,2,1,2,4
248,6,3,1,3,2,1,1
248,7,1,2,2,4,1,1
248,7,2,1,3,3,2,2
248,7,3,2,4,2,1,3
248,8,1,1,4,2,2,5
248,8,2,2,1,3,1,4
248,8,3,1,3,1,2,1
248,9,1,1,2,3,1,3
248,9,2,2,3,2,2,4
248,9,3,1,4,4,1,2
248,10,1,1,3,3,1,4
248,10,2,2,1,1,2,5
248,10,3,2,4,4,2,1
248,11,1,2,4,3,2,3
248,11,2,2,2,1,1,5
248,11,3,1,1,2,2,2
248,12,1,2,3,4,2,5
248,12,2,1,1,1,1,1
248,12,3,1,2,2,1,3
249,1,1,2,3,3,1,2
249,1,2,1,2,4,2,4
249,1,3,2,1,2,1,1
249,2,1,1,3,2,2,5
249,2,2,1,4,1,2,4
249,2,3,2,1,4,1,3
249,3,1,2,2,3,2,1
249,3,2,1,3,4,1,3
249,3,3,1,4,1,1,2
249,4,1,1,4,3,1,5
249,4,2,2,1,2,2,4
249,4,3,2,2,1,2,2
249,5,1,1,2,4,2,5
249,5,2,2,3,1,1,4
249,5,3,1,1,3,2,3
249,6,1,1,1,3,2,2
249,6,2,2,4,2,1,1
249,6,3,2,2,1,1,3
249,7,1,2,1,3,1,4
249,7,2,2,4,4,2,2
249,7,3,1,3,2,1,5
249,8,1,1,4,1,2,1
249,8,2,1,3,4,2,3
249,8,3,2,2,2,1,2
249,9,1,2,3,3,2,1
249,9,2,1,2,4,1,4
249,9,3,2,1,1,2,5
249,10,1,1,1,4,1,1
249,10,2,1,4,2,1,4
249,10,3,2,3,1,2,3
249,11,1,1,3,1,1,1
249,11,2,1,2,2,2,5
249,11,3,2,4,3,1,2
249,12,1,1,1,3,1,5
249,12,2,2,4,2,2,3
249,12,3,2,2,4,2,4
250,1,1,2,2,1,1,5
250,1,2,2,3,4,1,2
250,1,3,1,4,3,2,4
250,2,1,2,4,4,1,1
250,2,2,1,2,1,2,3
250,2,3,1,1,2,2,2
250,3,1,2,1,2,2,1
250,3,2,1,3,3,1,3
250,3,3,1,2,4,2,2
250,4,1,2,1,3,1,3
250,4,2,1,4,1,2,4
250,4,3,2,3,2,1,5
250,5,1,1,2,2,1,1
250,5,2,2,3,3,2,5
250,5,3,1,1,1,1,2
250,6,1,1,2,3,1,5
250,6,2,2,3,2,2,2
250,6,3,2,4,4,2,4
250,7,1,2,2,2,1,3
250,7,2,1,4,4,2,1
250,7,3,2,1,1,1,4
250,8,1,1,1,4,2,3
250,8,2,1,3,3,2,4
250,8,3,2,4,1,1,5
250,9,1,1,3,4,1,2
250,9,2,1,4,2,1,3
250,9,3,2,2,3,2,1
250,10,1,1,3,2,1,4
250,10,2,2,1,1,2,5
250,10,3,2,4,3,2,2
250,11,1,2,4,2,2,3
250,11,2,2,1,4,1,1
250,11,3,1,2,1,2,2
250,12,1,1,3,1,1,1
250,12,2,2,1,4,2,5
250,12,3,1,2,3,1,4
251,1,1,2,2,4,1,2
251,1,2,1,1,3,2,1
251,1,3,2,3,2,2,4
251,2,1,1,4,1,1,3
251,2,2,1,1,4,1,4
251,2,3,2,2,2,2,5
251,3,1,1,1,2,2,2
251,3,2,2,3,1,2,3
251,3,3,1,4,3,1,5
